索引,时间戳,交换机,平均包数,平均字节数,端口变化率,流表一致性检测,packet_in速率,传输容量,传输效率
36,1674913897.77,1,0.00103658787893,0.0652631094976,1.75531411981e-06,1,1.75949343914e-06,119554.666667,1.0
36,1674913897.77,2,0.000291489412595,0.0258818706477,1.76009048476e-06,0,1.76486684971e-06,126084.0,1.0
36,1674913897.77,3,0.0401840386133,3.84221456577,5.97045618983e-09,0,1.01497755227e-08,10077.3333333,1.0
36,1674913897.77,4,0.0407131391424,3.89406641763,5.97045618983e-09,0,1.01497755227e-08,10137.3333333,1.0
36,1674913897.77,5,0.000329198577723,0.0294387350406,1.76247866724e-06,0,1.76785207781e-06,127825.333333,1.0
36,1674913897.77,6,0.0358151443084,3.35717369225,1.07468211417e-08,0,1.55231860935e-08,13374.6666667,1.0
36,1674913897.77,7,484.359617341,84278.5440631,22812.0000021,0,3.12780258873e-05,567711.333333,3.1629343129
37,1674913922.17,1,0.00103658787893,0.0652631094976,2932.00000176,1,1.75949343064e-06,119554.666667,1.0
37,1674913922.17,2,0.000291489412595,0.0258818706477,2934.00000176,0,1.76486684118e-06,126084.0,1.0
37,1674913922.17,3,0.0401840386133,3.84221456577,2.00000000597,0,1.01497754736e-08,10077.3333333,1.0
37,1674913922.17,4,0.0407131391424,3.89406641763,2.00000000597,0,1.01497754736e-08,10137.3333333,1.0
37,1674913922.17,5,0.000329198577723,0.0294387350406,2936.00000176,0,1.76785206926e-06,127825.333333,1.0
37,1674913922.17,6,0.0358151443084,3.35717369225,6.00000001075,0,1.55231860185e-08,13374.6666667,1.0
37,1674913922.17,7,195.543511634,34024.5608101,77768.0000052,0,3.15556519475e-05,1052539.33333,1.08541466893
38,1674913944.6,7,142.123147962,24729.4223656,61107.0000072,0,3.15998328628e-05,1413995.33333,1.04398731473
39,1674913957.12,1,0.000975494441288,0.0615386704238,1.75531406224e-06,1,1.75949338144e-06,119554.666667,1.0
39,1674913957.12,2,0.000279843361538,0.0248881744913,1.76009042704e-06,0,1.76486679183e-06,126084.0,1.0
39,1674913957.12,3,0.0387498423212,3.70505060505,5.97045599402e-09,0,1.01497751898e-08,10077.3333333,1.0
39,1674913957.12,4,0.0392600464028,3.75505060505,5.97045599402e-09,0,1.01497751898e-08,10137.3333333,1.0
39,1674913957.12,5,0.000316142780042,0.0283132240661,1.76247860943e-06,0,1.76785201983e-06,127825.333333,1.0
39,1674913957.12,6,0.0345376079503,3.23737379293,1.07468207892e-08,0,1.55231855844e-08,13374.6666667,1.0
39,1674913957.12,7,119.614505338,20812.9194867,28894.0000085,0,3.15998324395e-05,1676155.33333,1.03672842485
